TransactionID,TransactionDT,card1,DeviceInfo,isFraud,TransactionAmt,tx_count_5m_per_card,high_risk_tx_5m_per_card,distinct_cards_5m_per_device,addr_mismatch_streak_per_card,rapid_tx_streak_per_card,distinct_devices_1h_per_card,amount_sum_5m_per_card
2987707,100045,14653,,0,67.95,1,1.0,,1,1,0.0,67.95
2987708,100060,12686,,0,49.0,1,1.0,,2,1,0.0,49.0
2987709,100066,3655,,0,54.47,1,1.0,,1,1,0.0,54.47
2987710,100079,13335,,0,85.192,1,1.0,,4,1,0.0,85.19199999999996
2987711,100085,2772,,0,50.0,1,1.0,,1,1,0.0,50.0
2987712,100121,4067,Windows,0,10.0,1,0.0,1.0,0,1,1.0,10.0
2987713,100159,12807,,0,42.95,1,1.0,,1,1,0.0,42.95
2987714,100169,10023,,0,59.0,1,1.0,,2,1,0.0,59.0
2987715,100179,7664,,0,200.0,1,0.0,,0,1,0.0,200.0
2987716,100189,12501,,0,57.95,1,1.0,,1,1,0.0,57.95
2987717,100189,12741,,0,39.0,1,1.0,,3,1,0.0,39.0
2987718,100204,15851,XT1635-01,0,50.0,1,0.0,1.0,0,1,1.0,50.0
2987719,100237,8320,,0,114.95,1,1.0,,2,1,0.0,114.94999999999999
2987720,100290,4090,,0,26.95,1,0.0,,0,1,0.0,26.950000000000003
2987721,100307,15066,,0,44.0,1,1.0,,2,1,1.0,43.999999999999815
2987722,100336,12839,,0,205.95,1,1.0,,3,1,0.0,205.95
2987723,100364,2803,,0,60.0,1,1.0,,1,1,0.0,60.00000000000003
2987724,100376,10616,Windows,0,25.0,1,0.0,2.0,0,1,1.0,25.0
2987725,100379,14182,,0,53.97,1,0.0,,0,1,0.0,53.97
2987726,100405,4966,iOS Device,0,30.0,1,0.0,1.0,0,1,1.0,30.0
2987727,100417,8406,,0,209.95,1,1.0,,2,1,0.0,209.95
2987728,100418,10686,,0,49.0,1,1.0,,2,1,0.0,49.0
2987729,100424,15497,,0,29.95,1,1.0,,2,1,0.0,29.949999999999875
2987730,100460,15885,Windows,0,43.563,1,1.0,2.0,1,1,2.0,43.56299999999996
2987731,100463,3818,,0,77.0,1,0.0,,0,1,0.0,77.0
2987732,100488,9043,MacOS,0,100.0,1,0.0,1.0,0,1,1.0,100.0
2987733,100516,4806,Windows,0,150.0,1,0.0,3.0,0,1,1.0,150.0
2987734,100547,2803,,0,445.0,2,2.0,,2,1,0.0,505.0
2987735,100559,16075,,0,150.0,1,1.0,,1,1,0.0,150.0
2987736,100591,15063,,1,100.0,1,1.0,,1,1,0.0,100.0
2987737,100616,4090,,0,23.47,1,0.0,,0,1,0.0,23.470000000000002
2987738,100622,16075,,0,150.0,2,1.0,,0,1,0.0,300.0
2987739,100664,15257,rv:56.0,0,26.654,1,0.0,1.0,0,1,2.0,26.654000000000003
2987740,100677,1939,,0,135.95,1,1.0,,1,1,0.0,135.95
2987741,100725,2917,SM-G950U Build/NRD90M,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987742,100784,15385,,0,159.95,1,1.0,,2,1,0.0,159.95
2987743,100843,4156,Windows,0,90.0,1,0.0,1.0,0,1,1.0,90.0
2987744,100847,12577,,0,50.0,1,1.0,,4,1,0.0,50.0
2987745,100874,13964,,0,46.5,1,0.0,,0,1,0.0,46.5
2987746,100887,14276,,0,28.277,1,0.0,,0,1,0.0,28.277
2987747,100895,13335,,0,85.192,1,1.0,,5,1,0.0,85.19199999999996
2987748,100920,12866,MacOS,0,50.0,1,0.0,1.0,0,1,1.0,50.0
2987749,100956,17188,,0,92.0,1,1.0,,2,1,0.0,92.0
2987750,101036,5812,,0,60.058,1,0.0,,0,1,1.0,60.05799999999999
2987751,101043,16132,Windows,0,200.0,1,0.0,2.0,0,1,1.0,200.00000000000006
2987752,101090,7499,Windows,0,96.974,1,1.0,3.0,1,1,1.0,96.974
2987753,101204,2781,,0,173.0,1,1.0,,1,1,0.0,173.0
2987754,101258,13366,VS500,0,15.0,1,0.0,1.0,0,1,1.0,15.0
2987755,101286,12577,,0,39.0,1,1.0,,5,1,0.0,39.0
2987756,101298,8914,,0,80.0,1,1.0,,1,1,0.0,80.0
2987757,101359,10640,,0,29.0,1,1.0,,1,1,0.0,29.0
2987758,101369,8755,CAM-L03 Build/HUAWEICAM-L03,0,23.201,1,1.0,1.0,3,1,2.0,23.201
2987759,101371,2755,,0,200.0,1,1.0,,1,1,0.0,200.0
2987760,101384,7676,,0,112.99,1,1.0,,2,1,0.0,112.99000000000001
2987761,101385,17188,,0,78.95,1,1.0,,3,1,0.0,78.94999999999999
2987762,101412,13111,,0,129.95,1,0.0,,0,1,0.0,129.95
2987763,101511,5293,RCT6303W87M7 Build/MRA58K,0,100.0,1,0.0,1.0,0,1,1.0,100.0
2987764,101549,16661,,0,50.0,1,0.0,,0,1,0.0,50.0
2987765,101572,9323,,0,600.0,1,0.0,,0,1,0.0,600.0
2987766,101589,9300,M4 SS4451 Build/LMY47D,0,64.529,1,1.0,1.0,2,1,2.0,64.529
2987767,101590,16232,,0,209.95,1,1.0,,1,1,0.0,209.95
2987768,101630,13005,,0,10.755,1,1.0,,1,1,0.0,10.755
2987769,101678,15885,Windows,0,14.501,1,0.0,1.0,0,1,1.0,14.500999999999955
2987770,101687,15160,,0,53.97,1,0.0,,0,1,0.0,53.97
2987771,101723,14290,iOS Device,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987772,101791,6170,,0,30.95,1,0.0,,0,1,0.0,30.950000000000003
2987773,101868,11444,,0,600.0,1,1.0,,1,1,0.0,600.0
2987774,101883,15066,iOS Device,0,65.0,1,0.0,2.0,0,1,1.0,64.99999999999982
2987775,101890,4818,,0,107.95,1,1.0,,1,1,0.0,107.95
2987776,101996,11207,,0,650.0,1,0.0,,0,1,0.0,649.9999999999998
2987777,102057,9026,Windows,0,150.929,1,0.0,1.0,0,1,1.0,150.92900000000003
2987778,102113,12581,,0,890.95,1,1.0,,2,1,0.0,890.95
2987779,102154,7481,KFFOWI Build/LVY48F,1,10.0,1,0.0,1.0,0,1,1.0,10.0
2987780,102188,8732,KFFOWI Build/LVY48F,1,10.0,1,0.0,2.0,0,1,1.0,10.0
2987781,102193,8732,KFFOWI Build/LVY48F,1,10.0,2,0.0,2.0,0,2,1.0,20.0
2987782,102219,9992,,0,58.95,1,0.0,,0,1,0.0,58.94999999999999
2987783,102261,15986,,0,99.95,1,1.0,,3,1,0.0,99.94999999999999
2987784,102310,15885,,0,14.26,1,1.0,,1,1,1.0,14.259999999999954
2987785,102326,7585,iOS Device,0,45.0,1,0.0,1.0,0,1,1.0,45.00000000000003
2987786,102337,4818,,0,209.95,1,0.0,,0,1,0.0,209.95
2987787,102348,11207,,0,724.0,1,0.0,,0,1,0.0,723.9999999999998
2987788,102369,7585,iOS Device,0,45.0,2,0.0,1.0,0,2,1.0,90.00000000000003
2987789,102377,15885,,0,24.228,2,2.0,,2,1,1.0,38.48799999999996
2987790,102379,5986,rv:56.0,0,100.0,1,0.0,1.0,0,1,1.0,100.0
2987791,102397,4998,,0,85.192,1,1.0,,1,1,0.0,85.192
2987792,102452,15885,Moto E (4) Build/NMA26.42-19,0,20.18,3,3.0,1.0,3,1,2.0,58.66799999999996
2987793,102546,14842,,0,20.0,1,1.0,,1,1,0.0,20.0
2987794,102597,2893,,0,25.95,1,1.0,,1,1,0.0,25.95
2987795,102630,4461,SAMSUNG,0,10.755,1,1.0,1.0,4,1,1.0,10.755000000000006
2987796,102633,14259,SM-G930V Build/NRD90M,0,30.0,1,0.0,1.0,0,1,1.0,30.0
2987797,102640,12839,,0,20.95,1,1.0,,4,1,0.0,20.94999999999999
2987798,102655,17262,,0,108.5,1,1.0,,1,1,0.0,108.5
2987799,102732,2407,,0,107.95,1,0.0,,0,1,0.0,107.95
2987800,102732,3154,E2306 Build/26.3.A.1.33,0,23.926,1,1.0,1.0,3,1,1.0,23.926
2987801,102897,2692,,0,317.5,1,1.0,,1,1,0.0,317.5
2987802,102999,9515,,0,89.36,1,0.0,,0,1,0.0,89.36000000000001
2987803,103041,1974,,0,2325.97,1,0.0,,0,1,0.0,2325.97
2987804,103121,11201,,0,63.26,1,0.0,,0,1,0.0,63.26
2987805,103144,12396,,0,50.0,1,1.0,,1,1,0.0,50.0
2987806,103175,14634,,0,44.95,1,1.0,,1,1,0.0,44.95
2987807,103189,2146,,0,34.0,1,1.0,,1,1,0.0,34.0
2987808,103190,15651,,0,59.0,1,1.0,,3,1,0.0,58.999999999999986
2987809,103197,17131,,0,30.95,1,0.0,,0,1,0.0,30.950000000000003
2987810,103198,5751,,0,261.95,1,0.0,,0,1,0.0,261.95
2987811,103264,1556,,0,42.95,1,1.0,,1,1,0.0,42.95
2987812,103297,1893,,0,49.41,1,1.0,,1,1,0.0,49.41
2987813,103329,6292,,0,58.95,1,0.0,,0,1,0.0,58.95
2987814,103409,15497,,0,279.95,1,1.0,,3,1,0.0,279.9499999999999
2987815,103468,3611,Windows,0,129.299,1,0.0,1.0,0,1,1.0,129.299
2987816,103486,11106,,0,714.72,1,0.0,,0,1,0.0,714.7200000000005
2987817,103590,12396,,0,254.0,1,1.0,,2,1,0.0,254.0
2987818,103597,2255,,0,12.0,1,1.0,,1,1,0.0,12.0
2987819,103662,9633,,0,90.993,1,1.0,,1,1,0.0,90.993
2987820,103688,2884,Windows,0,80.963,1,0.0,2.0,0,1,1.0,80.963
2987821,103698,10486,MacOS,0,400.0,1,0.0,1.0,0,1,1.0,400.00000000000006
2987822,103751,1974,,0,100.0,1,1.0,,1,1,0.0,100.0
2987823,103778,4742,,0,100.0,1,0.0,,0,1,0.0,100.0
2987824,103796,17489,,0,554.0,1,1.0,,1,1,0.0,554.0
2987825,103797,3887,Ilium L910 Build/MRA58K,0,44.892,1,1.0,1.0,1,1,1.0,44.892
2987826,103821,2455,,0,824.95,1,1.0,,1,1,0.0,824.95
2987827,103881,4478,,0,42.05,1,0.0,,0,1,0.0,42.05
2987828,103881,13413,Windows,0,64.649,1,1.0,2.0,4,1,1.0,64.64899999999997
2987829,104084,10893,Windows,0,50.0,1,0.0,2.0,0,1,1.0,50.0
2987830,104183,10447,,0,60.0,1,0.0,,0,1,0.0,60.0
2987831,104213,6019,iOS Device,0,125.0,1,0.0,1.0,0,1,1.0,125.0
2987832,104239,12839,,0,160.5,1,1.0,,5,1,0.0,160.5
2987833,104320,7815,,0,44.5,1,0.0,,0,1,0.0,44.5
2987834,104333,6730,Windows,0,20.0,1,0.0,2.0,0,1,1.0,20.0
2987835,104621,15885,,0,25.86,1,1.0,,4,1,2.0,25.859999999999957
2987836,104656,4653,,0,482.95,1,1.0,,1,1,0.0,482.95
2987837,104765,13832,SM-J700M Build/MMB29K,0,41.811,1,1.0,1.0,2,1,1.0,41.811
2987838,104951,2801,Windows,0,51.357,1,0.0,1.0,0,1,1.0,51.357
2987839,104966,2884,Windows,0,80.963,1,1.0,2.0,1,1,1.0,80.963
2987840,105271,4571,,0,117.0,1,1.0,,1,1,0.0,117.0
2987841,105324,15066,,0,226.0,1,1.0,,1,1,1.0,225.99999999999983
2987842,105340,14278,,0,1285.5,1,1.0,,1,1,0.0,1285.5
2987843,105504,7919,,0,117.0,1,1.0,,2,1,0.0,117.0
2987844,105515,10086,Windows,0,21.389,1,0.0,1.0,0,1,1.0,21.389
2987845,105527,1556,,0,42.95,1,1.0,,2,1,0.0,42.95
2987846,105537,6170,,0,554.0,1,1.0,,1,1,0.0,554.0
2987847,105593,6019,MacOS,0,200.0,1,0.0,1.0,0,1,2.0,200.0
2987848,105654,8755,GT-I9300,0,54.015,1,1.0,1.0,4,1,1.0,54.01500000000001
2987849,105659,2801,Windows,0,42.294,1,0.0,2.0,0,1,1.0,42.294
2987850,105691,5645,Windows,0,100.0,1,0.0,3.0,0,1,1.0,100.0
2987851,105725,15066,,0,213.0,1,1.0,,2,1,0.0,212.99999999999983
2987852,105790,18261,,0,289.95,1,1.0,,1,1,0.0,289.95
2987853,105796,2884,Windows,0,80.963,1,0.0,4.0,0,1,1.0,80.963
2987854,105839,8755,Windows,0,118.423,2,1.0,4.0,0,1,2.0,172.43800000000002
2987855,105877,2616,iOS Device,0,75.0,1,0.0,1.0,0,1,1.0,75.0
2987856,105878,15813,,0,57.95,1,1.0,,2,1,0.0,57.950000000000045
2987857,105883,15885,LG-H420 Build/LRX21Y,0,19.999,1,1.0,1.0,5,1,2.0,19.998999999999953
2987858,105895,15497,,0,57.95,1,1.0,,4,1,0.0,57.949999999999875
2987859,106010,2803,,0,280.0,1,1.0,,3,1,0.0,280.0
2987860,106074,15497,,0,47.95,2,2.0,,5,1,0.0,105.89999999999988
2987861,106129,4436,,0,100.0,1,0.0,,0,1,0.0,100.0
2987862,106172,3821,Windows,0,50.0,1,0.0,1.0,0,1,1.0,50.0
2987863,106260,12501,,0,40.0,1,1.0,,2,1,0.0,40.0
2987864,106297,9400,,0,49.0,1,1.0,,2,1,0.0,49.0
2987865,106358,4806,,0,226.0,1,1.0,,1,1,0.0,226.0
2987866,106361,5962,,0,57.95,1,0.0,,0,1,0.0,57.95
2987867,106424,4436,,0,107.95,2,0.0,,0,1,0.0,207.95
2987868,106499,3154,,0,12.024,1,0.0,,0,1,0.0,12.023999999999997
2987869,106603,9026,Windows NT 6.2,1,83.38,1,0.0,1.0,0,1,1.0,83.38000000000002
2987870,106613,10313,,0,57.95,1,1.0,,1,1,0.0,57.95
2987871,106619,5291,,0,49.0,1,1.0,,1,1,0.0,49.0
2987872,106633,15257,XT1032 Build/LPBS23.13-56-2,0,37.46,1,1.0,1.0,1,1,1.0,37.46000000000001
2987873,106704,12883,Windows,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987874,106729,2781,,0,265.0,1,1.0,,2,1,0.0,265.0
2987875,106739,10616,,0,57.95,1,1.0,,1,1,0.0,57.95
2987876,106758,15651,,0,57.95,1,1.0,,4,1,0.0,57.94999999999999
2987877,106763,16232,,0,59.0,1,1.0,,2,1,0.0,59.0
2987878,106768,7508,,0,265.01,1,1.0,,3,1,0.0,265.0100000000002
2987879,107050,17442,,0,40.0,1,1.0,,1,1,0.0,40.0
2987880,107092,6730,,0,57.95,1,1.0,,1,1,1.0,57.95
2987881,107171,15885,,0,6.888,1,1.0,,6,1,1.0,6.887999999999952
2987882,107187,7919,,0,418.0,1,1.0,,3,1,0.0,418.0
2987883,107193,16160,,0,16.95,1,1.0,,1,1,0.0,16.95
2987884,107214,17188,,0,48.95,1,0.0,,0,1,0.0,48.94999999999999
2987885,107261,15885,GT-I9060M Build/KTU84P,0,43.986,2,2.0,1.0,7,1,2.0,50.87399999999995
2987886,107538,5812,,0,36.373,1,1.0,,1,1,0.0,36.37299999999998
2987887,107595,4461,,0,50.149,1,1.0,,5,1,0.0,50.14900000000001
2987888,107689,4436,,0,403.0,1,0.0,,0,1,0.0,403.00000000000006
2987889,107740,14785,,0,211.4,1,1.0,,1,1,0.0,211.4
2987890,107741,4806,,0,226.0,1,1.0,,2,1,0.0,226.0
2987891,107795,1744,,0,25.0,1,1.0,,1,1,0.0,25.0
2987892,107796,2893,,0,77.0,1,1.0,,2,1,0.0,77.0
2987893,107797,15885,,0,109.36,1,1.0,,8,1,2.0,109.35999999999996
2987894,107808,2781,,0,280.0,1,1.0,,3,1,0.0,280.0
2987895,107849,16062,Trident/7.0,0,16.012,1,0.0,1.0,0,1,1.0,16.012
2987896,107900,16070,,0,57.95,1,0.0,,0,1,0.0,57.95
2987897,107997,4806,,0,207.95,2,1.0,,0,1,0.0,433.95
2987898,107998,2772,,0,171.0,1,1.0,,2,1,0.0,171.0
2987899,108037,9456,,0,47.95,1,1.0,,1,1,0.0,47.95
2987900,108061,5365,Trident/7.0,0,16.012,1,0.0,2.0,0,1,1.0,16.011999999999993
2987901,108127,16062,,0,59.574,2,1.0,,1,1,1.0,75.586
2987902,108197,13526,,0,48.95,1,1.0,,1,1,0.0,48.95
2987903,108226,7664,,0,107.95,1,0.0,,0,1,0.0,107.94999999999999
2987904,108229,4806,,0,57.95,2,0.0,,0,1,0.0,265.9
2987905,108460,11839,,0,291.95,1,1.0,,2,1,0.0,291.9499999999998
2987906,108490,7919,,0,153.0,1,1.0,,4,1,0.0,153.0
2987907,108545,6019,iOS Device,0,50.0,1,0.0,1.0,0,1,2.0,50.0
2987908,108550,6530,,0,80.0,1,1.0,,1,1,0.0,79.99999999999999
2987909,108584,16132,,0,107.95,1,0.0,,0,1,0.0,107.95000000000005
2987910,108600,14290,,0,70.0,1,0.0,,0,1,0.0,70.0
2987911,108603,11371,,0,450.0,1,0.0,,0,1,0.0,450.0
2987912,108654,15885,,0,83.198,1,0.0,,0,1,2.0,83.19799999999994
2987913,108692,7919,,0,100.0,2,2.0,,5,1,0.0,253.0
2987914,108712,7919,,0,160.0,3,3.0,,6,2,0.0,413.0
2987915,108739,8695,,0,822.47,1,1.0,,1,1,0.0,822.47
2987916,108749,2512,,0,325.0,1,1.0,,1,1,0.0,325.0
2987917,108757,15885,,0,83.198,2,0.0,,0,1,2.0,166.39599999999993
2987918,108789,7919,,0,123.5,4,4.0,,7,1,0.0,536.5
2987919,108808,1556,,0,42.95,1,1.0,,3,1,0.0,42.95
2987920,108821,7919,,0,171.0,4,4.0,,8,2,0.0,554.5
2987921,108836,7919,,0,75.95,5,5.0,,9,3,0.0,630.45
2987922,108862,7919,,0,105.95,6,6.0,,10,4,0.0,736.4000000000001
2987923,108912,5033,,1,774.0,1,1.0,,4,1,0.0,774.0
2987924,108941,11371,,0,488.0,1,1.0,,1,1,0.0,488.0
2987925,108949,7919,,0,240.0,7,7.0,,11,1,0.0,976.4000000000001
2987926,108958,4461,,0,23.926,1,0.0,,0,1,0.0,23.926000000000002
2987927,109043,7919,,0,117.0,6,6.0,,12,1,0.0,833.4000000000001
2987928,109058,5365,Trident/7.0,0,16.918,1,0.0,1.0,0,1,1.0,16.917999999999992
2987929,109088,13832,Windows,0,18.67,1,1.0,1.0,3,1,1.0,18.67
2987930,109096,7919,,0,305.0,6,6.0,,13,2,0.0,1014.9000000000001
2987931,109114,7919,,0,265.0,7,7.0,,14,3,0.0,1279.9
2987932,109129,4461,,0,23.926,2,0.0,,0,1,0.0,47.852000000000004
2987933,109146,7919,,0,113.0,6,6.0,,15,4,0.0,1145.95
2987934,109153,7919,,0,105.95,7,7.0,,16,5,0.0,1251.9
2987935,109182,7919,,0,35.95,7,7.0,,17,6,0.0,1181.9
2987936,109183,7919,,0,77.0,8,8.0,,18,7,0.0,1258.9
2987937,109188,18227,,0,300.0,1,1.0,,1,1,0.0,300.0
2987938,109202,17043,iOS Device,0,15.0,1,0.0,1.0,0,1,1.0,15.0
2987939,109217,7664,,0,46.95,1,0.0,,0,1,0.0,46.949999999999974
2987940,109228,9323,,0,600.0,1,0.0,,0,1,0.0,600.0
2987941,109231,7919,,0,50.0,9,9.0,,19,8,0.0,1308.9
2987942,109231,7919,,0,226.0,10,10.0,,20,9,0.0,1534.9
2987943,109275,7919,,0,50.0,10,10.0,,21,10,0.0,1344.9
2987944,109289,7919,,0,164.95,11,11.0,,22,11,0.0,1509.8500000000001
2987945,109289,7919,,0,68.95,12,12.0,,23,12,0.0,1578.8000000000002
2987946,109346,7919,,0,408.5,12,12.0,,24,13,0.0,1870.3000000000002
2987947,109367,7919,,0,171.0,13,13.0,,25,14,0.0,2041.3000000000002
2987948,109373,17966,,0,100.0,1,0.0,,0,1,0.0,100.0
2987949,109414,12741,,0,30.0,1,1.0,,4,1,0.0,30.0
2987950,109417,6459,,0,100.0,1,1.0,,2,1,0.0,100.0
2987951,109435,4998,Windows,0,14.138,1,0.0,1.0,0,1,1.0,14.138000000000005
2987952,109503,7919,,0,107.95,8,8.0,,26,1,0.0,1247.35
2987953,109549,1991,,0,47.95,1,1.0,,1,1,0.0,47.95
2987954,109559,7919,,0,179.95,7,7.0,,27,2,0.0,1151.3
2987955,109565,11371,,0,450.0,1,0.0,,0,1,0.0,450.0
2987956,109567,7919,,0,226.0,8,8.0,,28,3,0.0,1377.3
2987957,109597,15885,rv:38.0,0,39.394,1,1.0,1.0,1,1,2.0,39.39399999999995
2987958,109625,7919,,0,60.0,6,6.0,,29,4,0.0,1153.3999999999999
2987959,109658,7919,,0,73.97,6,6.0,,30,5,0.0,818.8699999999999
2987960,109730,6530,,0,97.0,1,1.0,,2,1,0.0,97.0
2987961,109837,7919,,0,226.0,5,5.0,,31,1,0.0,765.9199999999998
2987962,110015,7585,,0,250.0,1,1.0,,1,1,0.0,250.0
2987963,110021,7919,,0,59.0,2,2.0,,32,1,0.0,284.9999999999998
2987964,110113,9633,Moto G (4) Build/NPJS25.93-14-10,0,25.86,1,1.0,1.0,2,1,1.0,25.86
2987965,110162,6021,iOS Device,0,35.0,1,0.0,1.0,0,1,1.0,35.0
2987966,110286,12695,,0,117.0,1,1.0,,5,1,0.0,117.0
2987967,110298,7919,,0,365.0,2,2.0,,33,1,0.0,423.9999999999998
2987968,110299,15885,,0,14.138,1,1.0,,2,1,2.0,14.137999999999948
2987969,110372,16560,iOS Device,0,15.0,1,0.0,2.0,0,1,1.0,15.0
2987970,110503,7919,,0,250.0,2,1.0,,0,1,0.0,614.9999999999998
2987971,110519,14634,,0,44.95,1,1.0,,2,1,0.0,44.95
2987972,110578,3867,,0,88.938,1,0.0,,0,1,0.0,88.938
2987973,110598,6697,,0,1473.95,1,0.0,,0,1,0.0,1473.95
2987974,110681,14634,,0,34.95,2,1.0,,0,1,0.0,79.9
2987975,110697,7919,,0,67.95,2,0.0,,0,1,0.0,317.9499999999998
2987976,110826,7919,,0,36.95,2,1.0,,1,1,0.0,104.8999999999998
2987977,110866,9323,,0,400.0,1,0.0,,0,1,0.0,400.0
2987978,110899,7919,,0,57.95,3,1.0,,0,1,0.0,162.8499999999998
2987979,110914,10112,,0,117.0,1,1.0,,6,1,0.0,116.99999999999999
2987980,110936,7919,,0,46.95,4,1.0,,0,2,0.0,209.79999999999978
2987981,110950,12741,,0,30.0,1,1.0,,5,1,0.0,30.0
2987982,111140,3638,,0,150.0,1,0.0,,0,1,0.0,150.0
2987983,111155,12741,,0,31.0,2,2.0,,6,1,0.0,61.0
2987984,111196,7919,,0,70.0,3,1.0,,1,1,0.0,174.8999999999998
2987985,111254,7919,,0,445.0,2,2.0,,2,2,0.0,514.9999999999998
2987986,111349,10112,,0,117.0,1,1.0,,7,1,0.0,117.0
2987987,111503,15205,,0,300.0,1,0.0,,0,1,0.0,300.0
2987988,111528,15165,,0,57.95,1,1.0,,1,1,0.0,57.95
2987989,111599,3867,Windows,0,88.938,1,1.0,1.0,1,1,1.0,88.938
2987990,111717,15205,,0,335.0,2,0.0,,0,1,0.0,635.0
2987991,111759,7919,,0,82.95,1,1.0,,3,1,0.0,82.94999999999982
2987992,111825,7919,,0,20.0,2,1.0,,0,1,0.0,102.94999999999982
2987993,111885,12469,,0,27.95,1,1.0,,5,1,0.0,27.950000000000003
2987994,111918,7919,,0,20.0,3,2.0,,1,1,0.0,122.94999999999982
2987995,112040,2803,,0,57.95,1,1.0,,4,1,0.0,57.94999999999999
2987996,112070,7815,,0,100.0,1,1.0,,1,1,0.0,100.0
2987997,112095,1556,,0,36.0,1,1.0,,4,1,0.0,36.0
2987998,112125,7585,,0,800.0,1,1.0,,2,1,0.0,800.0
2987999,112151,9323,,0,400.0,1,0.0,,0,1,0.0,400.0
